loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_kepflag,pl_k2flag,pl_nnotes,st_teff,st_tefferr1,st_tefferr2,st_tefflim,pl_facility
3140,Kepler-698,b,Kepler-698 b,Transit,1,1,0,1,5612,128.36,-116.05,0,Kepler
3141,Kepler-699,b,Kepler-699 b,Transit,1,1,0,1,5330,112.77,-71.24,0,Kepler
3142,Kepler-7,b,Kepler-7 b,Transit,1,1,0,1,5933,44,-44,0,Kepler
3143,Kepler-700,b,Kepler-700 b,Transit,1,1,0,1,5692,77.65,-115.63,0,Kepler
3144,Kepler-701,b,Kepler-701 b,Transit,1,1,0,1,5343,73.58,-88.55,0,Kepler
3145,Kepler-702,b,Kepler-702 b,Transit,1,1,0,1,5419,122.25,-143.8,0,Kepler
3146,Kepler-703,b,Kepler-703 b,Transit,1,1,0,1,6185,197.61,-248.39,0,Kepler
3147,Kepler-704,b,Kepler-704 b,Transit,1,1,0,1,5616,77.94,-102.76,0,Kepler
3148,Kepler-705,b,Kepler-705 b,Transit,1,1,0,1,3722,29.96,-32.88,0,Kepler
3149,Kepler-706,b,Kepler-706 b,Transit,1,1,0,1,5394,78.15,-107.67,0,Kepler
3150,Kepler-707,b,Kepler-707 b,Transit,1,1,0,1,5099,81.84,-69.76,0,Kepler
3151,Kepler-708,b,Kepler-708 b,Transit,1,1,0,1,5692,138.46,-151.78,0,Kepler
3152,Kepler-709,b,Kepler-709 b,Transit,1,1,0,1,5071,83.59,-83.42,0,Kepler
3153,Kepler-710,b,Kepler-710 b,Transit,1,1,0,1,5611,156.89,-127.02,0,Kepler
3154,Kepler-711,b,Kepler-711 b,Transit,1,1,0,1,5222,236.98,-219.6,0,Kepler
3155,Kepler-712,b,Kepler-712 b,Transit,2,1,0,1,5148,83.48,-78.09,0,Kepler
3156,Kepler-712,c,Kepler-712 c,Transit,2,1,0,1,5148,83.48,-78.09,0,Kepler
3157,Kepler-713,b,Kepler-713 b,Transit,1,1,0,1,5785,265.49,-233.97,0,Kepler
3158,Kepler-714,b,Kepler-714 b,Transit,1,1,0,1,5995,106.7,-117.06,0,Kepler
3159,Kepler-715,b,Kepler-715 b,Transit,1,1,0,1,5871,99.55,-97.1,0,Kepler
3160,Kepler-716,b,Kepler-716 b,Transit,1,1,0,1,5099,52.72,-72.75,0,Kepler
3161,Kepler-717,b,Kepler-717 b,Transit,1,1,0,1,5485,120.85,-81.84,0,Kepler
3162,Kepler-718,b,Kepler-718 b,Transit,1,1,0,1,6191,307.31,-307.12,0,Kepler
3163,Kepler-719,b,Kepler-719 b,Transit,1,1,0,1,5777,199.43,-220.79,0,Kepler
3164,Kepler-720,b,Kepler-720 b,Transit,1,1,0,1,5618,328.49,-250.53,0,Kepler
3165,Kepler-721,b,Kepler-721 b,Transit,1,1,0,1,5075,53.6,-56.09,0,Kepler
3166,Kepler-722,b,Kepler-722 b,Transit,2,1,0,1,5863,103.52,-131.89,0,Kepler
3167,Kepler-722,c,Kepler-722 c,Transit,2,1,0,1,5863,103.52,-131.89,0,Kepler
3168,Kepler-723,b,Kepler-723 b,Transit,1,1,0,1,5539,75.49,-85.21,0,Kepler
3169,Kepler-724,b,Kepler-724 b,Transit,1,1,0,1,5437,176.17,-122.72,0,Kepler
3170,Kepler-725,b,Kepler-725 b,Transit,1,1,0,1,5363,59.19,-62.84,0,Kepler
3171,Kepler-726,b,Kepler-726 b,Transit,1,1,0,1,5452,122.89,-94.31,0,Kepler
3172,Kepler-727,b,Kepler-727 b,Transit,1,1,0,1,5441,107.87,-157.44,0,Kepler
3173,Kepler-728,b,Kepler-728 b,Transit,1,1,0,1,5660,133.1,-108.4,0,Kepler
3174,Kepler-729,b,Kepler-729 b,Transit,1,1,0,1,5633,71.02,-56.34,0,Kepler
3175,Kepler-730,b,Kepler-730 b,Transit,1,1,0,1,5726,64.76,-67.38,0,Kepler
3176,Kepler-731,b,Kepler-731 b,Transit,1,1,0,1,5849,200.38,-139.51,0,Kepler
3177,Kepler-732,b,Kepler-732 b,Transit,2,1,0,1,3631,35.05,-37.03,0,Kepler
3178,Kepler-732,c,Kepler-732 c,Transit,2,1,0,1,3631,35.05,-37.03,0,Kepler
3179,Kepler-733,b,Kepler-733 b,Transit,1,1,0,1,5418,89.83,-94.34,0,Kepler
3180,Kepler-734,b,Kepler-734 b,Transit,1,1,0,1,5326,51.69,-44.6,0,Kepler
3181,Kepler-735,b,Kepler-735 b,Transit,1,1,0,1,5107,42.91,-45.51,0,Kepler
3182,Kepler-736,b,Kepler-736 b,Transit,1,1,0,1,5217,50.31,-50.86,0,Kepler
3183,Kepler-737,b,Kepler-737 b,Transit,1,1,0,1,3813,40.13,-38.49,0,Kepler
3184,Kepler-738,b,Kepler-738 b,Transit,1,1,0,1,5327,66.34,-61.93,0,Kepler
3185,Kepler-739,b,Kepler-739 b,Transit,1,1,0,1,5601,89.95,-87.84,0,Kepler
3186,Kepler-74,b,Kepler-74 b,Transit,1,1,0,1,6000,100,-100,0,Kepler
3187,Kepler-740,b,Kepler-740 b,Transit,1,1,0,1,5438,62.55,-80.55,0,Kepler
3188,Kepler-741,b,Kepler-741 b,Transit,1,1,0,1,6129,80.64,-111.81,0,Kepler
3189,Kepler-742,b,Kepler-742 b,Transit,1,1,0,1,4642,41.76,-44.03,0,Kepler
3190,Kepler-743,b,Kepler-743 b,Transit,1,1,0,1,5486,77.47,-78.82,0,Kepler
3191,Kepler-744,b,Kepler-744 b,Transit,1,1,0,1,5594,84.04,-77.39,0,Kepler
3192,Kepler-745,b,Kepler-745 b,Transit,1,1,0,1,5849,106.52,-158.12,0,Kepler
3193,Kepler-746,b,Kepler-746 b,Transit,1,1,0,1,5418,87.09,-89.83,0,Kepler
3194,Kepler-747,b,Kepler-747 b,Transit,1,1,0,1,5096,70.39,-92.77,0,Kepler
3195,Kepler-748,b,Kepler-748 b,Transit,1,1,0,1,5934,95.16,-141.93,0,Kepler
3196,Kepler-749,b,Kepler-749 b,Transit,1,1,0,1,5009,218.03,-165.4,0,Kepler
3197,Kepler-75,b,Kepler-75 b,Transit,1,1,0,1,5200,100,-100,0,Kepler
3198,Kepler-750,b,Kepler-750 b,Transit,2,1,0,1,6160,90.96,-121.55,0,Kepler
3199,Kepler-750,c,Kepler-750 c,Transit,2,1,0,1,6160,90.96,-121.55,0,Kepler
3200,Kepler-751,b,Kepler-751 b,Transit,1,1,0,1,5387,131.81,-138.29,0,Kepler
3201,Kepler-752,b,Kepler-752 b,Transit,1,1,0,1,5373,161.73,-107.25,0,Kepler
3202,Kepler-753,b,Kepler-753 b,Transit,1,1,0,1,4346,51.36,-39.68,0,Kepler
3203,Kepler-754,b,Kepler-754 b,Transit,1,1,0,1,5935,126.07,-181.97,0,Kepler
3204,Kepler-755,b,Kepler-755 b,Transit,2,1,0,1,5043,89.62,-83.54,0,Kepler
3205,Kepler-755,c,Kepler-755 c,Transit,2,1,0,1,5043,89.62,-83.54,0,Kepler
3206,Kepler-756,b,Kepler-756 b,Transit,1,1,0,1,5282,97.87,-62.48,0,Kepler
3207,Kepler-757,b,Kepler-757 b,Transit,1,1,0,1,6014,221.13,-288.93,0,Kepler
3208,Kepler-758,b,Kepler-758 b,Transit,4,1,0,1,6228,72.21,-60.59,0,Kepler
3209,Kepler-758,c,Kepler-758 c,Transit,4,1,0,1,6228,72.21,-60.59,0,Kepler
3210,Kepler-758,d,Kepler-758 d,Transit,4,1,0,1,6228,72.21,-60.59,0,Kepler
3211,Kepler-758,e,Kepler-758 e,Transit,4,1,0,1,6228,72.21,-60.59,0,Kepler
3212,Kepler-759,b,Kepler-759 b,Transit,1,1,0,1,5860,94.6,-133.91,0,Kepler
3213,Kepler-76,b,Kepler-76 b,Orbital Brightness Modulation,1,1,0,1,6409,95,-95,0,Kepler
3214,Kepler-760,b,Kepler-760 b,Transit,2,1,0,1,5322,65.68,-81.73,0,Kepler
3215,Kepler-760,c,Kepler-760 c,Transit,2,1,0,1,5322,65.68,-81.73,0,Kepler
3216,Kepler-761,b,Kepler-761 b,Transit,1,1,0,1,5706,130.9,-104.39,0,Kepler
3217,Kepler-762,b,Kepler-762 b,Transit,1,1,0,1,5944,98.94,-123.9,0,Kepler
3218,Kepler-763,b,Kepler-763 b,Transit,1,1,0,1,5166,75.73,-93.71,0,Kepler
3219,Kepler-764,b,Kepler-764 b,Transit,1,1,0,1,5557,132.83,-102.61,0,Kepler
3220,Kepler-765,b,Kepler-765 b,Transit,1,1,0,1,5901,81.23,-89.97,0,Kepler
3221,Kepler-766,b,Kepler-766 b,Transit,1,1,0,1,5992,95.54,-140.96,0,Kepler
3222,Kepler-767,b,Kepler-767 b,Transit,1,1,0,1,5694,163.45,-124.14,0,Kepler
3223,Kepler-768,b,Kepler-768 b,Transit,1,1,0,1,5108,177.47,-165.03,0,Kepler
3224,Kepler-769,b,Kepler-769 b,Transit,2,1,0,1,6186,127.24,-184.13,0,Kepler
3225,Kepler-769,c,Kepler-769 c,Transit,2,1,0,1,6186,127.24,-184.13,0,Kepler
3226,Kepler-77,b,Kepler-77 b,Transit,1,1,0,1,5520,60,-60,0,Kepler
3227,Kepler-770,b,Kepler-770 b,Transit,3,1,0,1,5598,127.6,-124.54,0,Kepler
3228,Kepler-770,c,Kepler-770 c,Transit,3,1,0,1,5598,127.6,-124.54,0,Kepler
3229,Kepler-770,d,Kepler-770 d,Transit,3,1,0,1,5598,127.6,-124.54,0,Kepler
3230,Kepler-771,b,Kepler-771 b,Transit,1,1,0,1,5906,145.88,-193.81,0,Kepler
3231,Kepler-772,b,Kepler-772 b,Transit,1,1,0,1,5714,67.61,-85.03,0,Kepler
3232,Kepler-773,b,Kepler-773 b,Transit,1,1,0,1,5850,76.73,-65.3,0,Kepler
3233,Kepler-774,b,Kepler-774 b,Transit,1,1,0,1,6403,86.23,-76.7,0,Kepler
3234,Kepler-775,b,Kepler-775 b,Transit,1,1,0,1,5468,67.97,-70.49,0,Kepler
3235,Kepler-776,b,Kepler-776 b,Transit,1,1,0,1,5071,57.15,-86.62,0,Kepler
3236,Kepler-777,b,Kepler-777 b,Transit,1,1,0,1,4043,36.21,-34.4,0,Kepler
3237,Kepler-778,b,Kepler-778 b,Transit,1,1,0,1,5102,71.96,-62.12,0,Kepler
3238,Kepler-779,b,Kepler-779 b,Transit,1,1,0,1,3804,35.65,-34.03,0,Kepler
3239,Kepler-78,b,Kepler-78 b,Transit,1,1,0,2,5089,50,-50,0,Kepler
3240,Kepler-780,b,Kepler-780 b,Transit,1,1,0,1,5769,62.55,-57.06,0,Kepler
3241,Kepler-781,b,Kepler-781 b,Transit,1,1,0,1,5162,64.88,-64.49,0,Kepler
3242,Kepler-782,b,Kepler-782 b,Transit,1,1,0,1,5867,70.1,-61.94,0,Kepler
3243,Kepler-783,b,Kepler-783 b,Transit,1,1,0,1,5521,66.78,-52.89,0,Kepler
3244,Kepler-784,b,Kepler-784 b,Transit,1,1,0,1,5674,74.62,-83.91,0,Kepler
3245,Kepler-785,b,Kepler-785 b,Transit,1,1,0,1,4739,115.49,-69.98,0,Kepler
3246,Kepler-786,b,Kepler-786 b,Transit,1,1,0,1,4838,59.77,-45.6,0,Kepler
3247,Kepler-787,b,Kepler-787 b,Transit,1,1,0,1,4248,40.9,-33.57,0,Kepler
3248,Kepler-788,b,Kepler-788 b,Transit,1,1,0,1,6159,129.54,-186.01,0,Kepler
3249,Kepler-789,b,Kepler-789 b,Transit,1,1,0,1,5870,204.63,-120.74,0,Kepler
3250,Kepler-79,b,Kepler-79 b,Transit,4,1,0,1,6174,83,-117,0,Kepler
3251,Kepler-79,c,Kepler-79 c,Transit,4,1,0,1,6174,83,-117,0,Kepler
3252,Kepler-79,d,Kepler-79 d,Transit,4,1,0,1,6174,83,-117,0,Kepler
3253,Kepler-79,e,Kepler-79 e,Transit,4,1,0,1,6174,83,-117,0,Kepler
3254,Kepler-790,b,Kepler-790 b,Transit,1,1,0,1,5208,139.26,-114.14,0,Kepler
3255,Kepler-791,b,Kepler-791 b,Transit,1,1,0,1,6383,218.04,-160.88,0,Kepler
3256,Kepler-792,b,Kepler-792 b,Transit,1,1,0,1,5971,136.24,-175.96,0,Kepler
3257,Kepler-793,b,Kepler-793 b,Transit,1,1,0,1,5745,145.41,-198.84,0,Kepler
3258,Kepler-794,b,Kepler-794 b,Transit,1,1,0,1,5839,74.39,-64.99,0,Kepler
3259,Kepler-795,b,Kepler-795 b,Transit,1,1,0,1,5631,83.2,-75.42,0,Kepler
3260,Kepler-796,b,Kepler-796 b,Transit,1,1,0,1,5475,79.05,-84.69,0,Kepler
3261,Kepler-797,b,Kepler-797 b,Transit,1,1,0,1,5680,292.15,-205.19,0,Kepler
3262,Kepler-798,b,Kepler-798 b,Transit,1,1,0,1,6224,124.3,-142.87,0,Kepler
3263,Kepler-799,b,Kepler-799 b,Transit,1,1,0,1,5681,116.48,-90.98,0,Kepler
3264,Kepler-8,b,Kepler-8 b,Transit,1,1,0,1,6213,150,-150,0,Kepler
3265,Kepler-80,b,Kepler-80 b,Transit,6,1,0,1,4540,100,-100,0,Kepler
3266,Kepler-80,c,Kepler-80 c,Transit,6,1,0,1,4540,100,-100,0,Kepler
3267,Kepler-80,d,Kepler-80 d,Transit,6,1,0,1,4540,100,-100,0,Kepler
3268,Kepler-80,e,Kepler-80 e,Transit,6,1,0,1,4540,100,-100,0,Kepler
3269,Kepler-80,f,Kepler-80 f,Transit,6,1,0,1,4540,100,-100,0,Kepler
3270,Kepler-80,g,Kepler-80 g,Transit,6,1,0,0,4540,100,-100,0,Kepler
3271,Kepler-800,b,Kepler-800 b,Transit,1,1,0,1,5315,60.48,-67.05,0,Kepler
3272,Kepler-801,b,Kepler-801 b,Transit,1,1,0,1,4435,45.95,-38.89,0,Kepler
3273,Kepler-802,b,Kepler-802 b,Transit,1,1,0,1,5507,61.6,-67.23,0,Kepler
3274,Kepler-803,b,Kepler-803 b,Transit,1,1,0,1,5919,99.49,-100.93,0,Kepler
3275,Kepler-804,b,Kepler-804 b,Transit,2,1,0,1,5817,93.12,-78.6,0,Kepler
3276,Kepler-804,c,Kepler-804 c,Transit,2,1,0,1,5817,93.12,-78.6,0,Kepler
3277,Kepler-805,b,Kepler-805 b,Transit,1,1,0,1,6112,55.03,-66.37,0,Kepler
3278,Kepler-806,b,Kepler-806 b,Transit,1,1,0,1,5770,59.8,-67.82,0,Kepler
3279,Kepler-807,b,Kepler-807 b,Transit,1,1,0,1,5965,92.34,-92.14,0,Kepler
3280,Kepler-808,b,Kepler-808 b,Transit,1,1,0,1,4653,51.38,-57.3,0,Kepler
3281,Kepler-809,b,Kepler-809 b,Transit,1,1,0,1,5734,78.27,-78.23,0,Kepler
3282,Kepler-81,b,Kepler-81 b,Transit,3,1,0,1,4500,116,-116,0,Kepler
3283,Kepler-81,c,Kepler-81 c,Transit,3,1,0,1,4500,116,-116,0,Kepler
3284,Kepler-81,d,Kepler-81 d,Transit,3,1,0,1,4500,116,-116,0,Kepler
3285,Kepler-810,b,Kepler-810 b,Transit,1,1,0,1,5803,75.93,-112.28,0,Kepler
3286,Kepler-811,b,Kepler-811 b,Transit,1,1,0,1,5747,64.53,-57.04,0,Kepler
3287,Kepler-812,b,Kepler-812 b,Transit,1,1,0,1,6761,124.82,-102.89,0,Kepler
3288,Kepler-813,b,Kepler-813 b,Transit,1,1,0,1,5743,69.68,-59.41,0,Kepler
3289,Kepler-814,b,Kepler-814 b,Transit,1,1,0,1,6162,90.5,-87.42,0,Kepler
3290,Kepler-815,b,Kepler-815 b,Transit,1,1,0,1,5028,52.57,-43.63,0,Kepler
3291,Kepler-816,b,Kepler-816 b,Transit,1,1,0,1,5286,54.61,-88.41,0,Kepler
3292,Kepler-817,b,Kepler-817 b,Transit,1,1,0,1,5861,259.88,-241.24,0,Kepler
3293,Kepler-818,b,Kepler-818 b,Transit,1,1,0,1,5638,214.12,-110.99,0,Kepler
3294,Kepler-819,b,Kepler-819 b,Transit,1,1,0,1,5279,165.3,-111.92,0,Kepler
3295,Kepler-82,b,Kepler-82 b,Transit,4,1,0,1,5428,100,-100,0,Kepler
3296,Kepler-82,c,Kepler-82 c,Transit,4,1,0,1,5428,100,-100,0,Kepler
3297,Kepler-82,d,Kepler-82 d,Transit,4,1,0,1,5428,100,-100,0,Kepler
3298,Kepler-82,e,Kepler-82 e,Transit,4,1,0,1,5428,100,-100,0,Kepler
3299,Kepler-820,b,Kepler-820 b,Transit,1,1,0,1,6260,106.61,-147.98,0,Kepler
3300,Kepler-821,b,Kepler-821 b,Transit,1,1,0,1,5191,130.91,-100.75,0,Kepler
3301,Kepler-822,b,Kepler-822 b,Transit,1,1,0,1,5928,139.36,-183.56,0,Kepler
3302,Kepler-823,b,Kepler-823 b,Transit,1,1,0,1,5643,122.3,-122.13,0,Kepler
3303,Kepler-824,b,Kepler-824 b,Transit,1,1,0,1,6035,85.61,-120.47,0,Kepler
3304,Kepler-825,b,Kepler-825 b,Transit,2,1,0,1,5976,247.56,-202.44,0,Kepler
3305,Kepler-825,c,Kepler-825 c,Transit,2,1,0,1,5976,247.56,-202.44,0,Kepler
3306,Kepler-826,b,Kepler-826 b,Transit,1,1,0,1,6079,90.49,-96.47,0,Kepler
3307,Kepler-827,b,Kepler-827 b,Transit,1,1,0,1,5602,179.4,-142.49,0,Kepler
3308,Kepler-828,b,Kepler-828 b,Transit,1,1,0,1,5039,50.73,-59.5,0,Kepler
3309,Kepler-829,b,Kepler-829 b,Transit,1,1,0,1,5698,92.85,-120.29,0,Kepler
3310,Kepler-83,b,Kepler-83 b,Transit,3,1,0,1,4648,116,-116,0,Kepler
3311,Kepler-83,c,Kepler-83 c,Transit,3,1,0,1,4648,116,-116,0,Kepler
3312,Kepler-83,d,Kepler-83 d,Transit,3,1,0,1,4648,116,-116,0,Kepler
3313,Kepler-830,b,Kepler-830 b,Transit,1,1,0,1,6037,155.85,-209.5,0,Kepler
3314,Kepler-831,b,Kepler-831 b,Transit,1,1,0,1,5732,74.53,-59.69,0,Kepler
3315,Kepler-832,b,Kepler-832 b,Transit,1,1,0,1,5596,181.65,-133.14,0,Kepler
3316,Kepler-833,b,Kepler-833 b,Transit,1,1,0,1,4339,39.28,-37.41,0,Kepler
3317,Kepler-834,b,Kepler-834 b,Transit,1,1,0,1,4554,50.38,-45.2,0,Kepler
3318,Kepler-835,b,Kepler-835 b,Transit,1,1,0,1,5954,71.86,-70.98,0,Kepler
3319,Kepler-836,b,Kepler-836 b,Transit,1,1,0,1,5895,74.32,-83.11,0,Kepler
3320,Kepler-837,b,Kepler-837 b,Transit,1,1,0,1,5403,58.96,-58.52,0,Kepler
3321,Kepler-838,b,Kepler-838 b,Transit,1,1,0,1,5770,68.34,-66.67,0,Kepler
3322,Kepler-839,b,Kepler-839 b,Transit,1,1,0,1,6058,87.66,-77.96,0,Kepler
3323,Kepler-84,b,Kepler-84 b,Transit,5,1,0,1,6031,143,-143,0,Kepler
3324,Kepler-84,c,Kepler-84 c,Transit,5,1,0,1,6031,143,-143,0,Kepler
3325,Kepler-84,d,Kepler-84 d,Transit,5,1,0,1,6031,143,-143,0,Kepler
3326,Kepler-84,e,Kepler-84 e,Transit,5,1,0,1,6031,143,-143,0,Kepler
3327,Kepler-84,f,Kepler-84 f,Transit,5,1,0,1,6031,143,-143,0,Kepler
3328,Kepler-840,b,Kepler-840 b,Transit,1,1,0,1,5920,113.64,-159.58,0,Kepler
3329,Kepler-841,b,Kepler-841 b,Transit,1,1,0,1,5324,58.08,-58.03,0,Kepler
3330,Kepler-842,b,Kepler-842 b,Transit,1,1,0,1,4848,60.94,-65.37,0,Kepler
3331,Kepler-843,b,Kepler-843 b,Transit,1,1,0,1,5830,106.99,-143.16,0,Kepler
3332,Kepler-844,b,Kepler-844 b,Transit,1,1,0,1,4128,46.09,-46.95,0,Kepler
3333,Kepler-845,b,Kepler-845 b,Transit,1,1,0,1,4913,57.49,-57.47,0,Kepler
3334,Kepler-846,b,Kepler-846 b,Transit,1,1,0,1,5579,69.45,-74.32,0,Kepler
3335,Kepler-847,b,Kepler-847 b,Transit,1,1,0,1,4940,51.58,-54.72,0,Kepler
3336,Kepler-848,b,Kepler-848 b,Transit,1,1,0,1,5695,70.35,-79.05,0,Kepler
3337,Kepler-849,b,Kepler-849 b,Transit,1,1,0,1,6059,81.18,-66.22,0,Kepler
3338,Kepler-85,b,Kepler-85 b,Transit,4,1,0,1,5436,100,-100,0,Kepler
3339,Kepler-85,c,Kepler-85 c,Transit,4,1,0,1,5436,100,-100,0,Kepler
3340,Kepler-85,d,Kepler-85 d,Transit,4,1,0,0,5436,100,-100,0,Kepler
3341,Kepler-85,e,Kepler-85 e,Transit,4,1,0,1,5436,100,-100,0,Kepler
3342,Kepler-850,b,Kepler-850 b,Transit,1,1,0,1,5932,89.3,-95.55,0,Kepler
3343,Kepler-851,b,Kepler-851 b,Transit,1,1,0,1,5455,87.48,-80.92,0,Kepler
3344,Kepler-852,b,Kepler-852 b,Transit,1,1,0,1,6100,85.43,-84.46,0,Kepler
3345,Kepler-853,b,Kepler-853 b,Transit,1,1,0,1,6350,60.54,-55.18,0,Kepler
3346,Kepler-854,b,Kepler-854 b,Transit,1,1,0,1,6179,110.41,-142.15,0,Kepler
3347,Kepler-855,b,Kepler-855 b,Transit,1,1,0,1,5835,99.82,-156.07,0,Kepler
3348,Kepler-856,b,Kepler-856 b,Transit,1,1,0,1,5535,69.55,-84.49,0,Kepler
3349,Kepler-857,b,Kepler-857 b,Transit,1,1,0,1,5773,125.46,-173.8,0,Kepler
3350,Kepler-858,b,Kepler-858 b,Transit,1,1,0,1,5653,74.35,-61.07,0,Kepler
3351,Kepler-859,b,Kepler-859 b,Transit,1,1,0,1,5020,48.72,-50.72,0,Kepler
3352,Kepler-860,b,Kepler-860 b,Transit,1,1,0,1,5836,75.4,-111.94,0,Kepler
3353,Kepler-861,b,Kepler-861 b,Transit,1,1,0,1,5047,65.25,-72.9,0,Kepler
3354,Kepler-862,b,Kepler-862 b,Transit,1,1,0,1,5333,86.45,-134.35,0,Kepler
3355,Kepler-863,b,Kepler-863 b,Transit,1,1,0,1,5678,317.91,-195.62,0,Kepler
3356,Kepler-864,b,Kepler-864 b,Transit,1,1,0,1,5754,66.12,-63.35,0,Kepler
3357,Kepler-865,b,Kepler-865 b,Transit,1,1,0,1,5570,287.71,-208.99,0,Kepler
3358,Kepler-866,b,Kepler-866 b,Transit,1,1,0,1,4751,64.17,-70.26,0,Kepler
3359,Kepler-867,b,Kepler-867 b,Transit,1,1,0,1,5541,61.72,-68.57,0,Kepler
3360,Kepler-868,b,Kepler-868 b,Transit,1,1,0,1,5614,75.11,-68.84,0,Kepler
3361,Kepler-869,b,Kepler-869 b,Transit,1,1,0,1,5664,72.29,-95.26,0,Kepler
3362,Kepler-87,b,Kepler-87 b,Transit,2,1,0,1,5600,50,-50,0,Kepler
3363,Kepler-87,c,Kepler-87 c,Transit,2,1,0,1,5600,50,-50,0,Kepler
3364,Kepler-870,b,Kepler-870 b,Transit,1,1,0,1,5857,139.18,-150.97,0,Kepler
3365,Kepler-871,b,Kepler-871 b,Transit,1,1,0,1,5993,107.01,-146.49,0,Kepler
3366,Kepler-872,b,Kepler-872 b,Transit,1,1,0,1,5902,123.56,-185,0,Kepler
3367,Kepler-873,b,Kepler-873 b,Transit,1,1,0,1,6163,97.06,-135.88,0,Kepler
3368,Kepler-874,b,Kepler-874 b,Transit,1,1,0,1,6020,155.87,-210.62,0,Kepler
3369,Kepler-875,b,Kepler-875 b,Transit,1,1,0,1,5958,259.15,-255.76,0,Kepler
3370,Kepler-876,b,Kepler-876 b,Transit,1,1,0,1,5060,63.15,-63.75,0,Kepler
3371,Kepler-877,b,Kepler-877 b,Transit,1,1,0,1,5261,66.39,-67.02,0,Kepler
3372,Kepler-878,b,Kepler-878 b,Transit,1,1,0,1,5044,49.53,-47.72,0,Kepler
3373,Kepler-879,b,Kepler-879 b,Transit,1,1,0,1,5792,96.05,-120.23,0,Kepler
3374,Kepler-880,b,Kepler-880 b,Transit,1,1,0,1,6761,98.88,-97.72,0,Kepler
3375,Kepler-881,b,Kepler-881 b,Transit,1,1,0,1,5961,102.59,-115.91,0,Kepler
3376,Kepler-882,b,Kepler-882 b,Transit,1,1,0,1,5476,141.55,-156.54,0,Kepler
3377,Kepler-883,b,Kepler-883 b,Transit,1,1,0,1,6116,64.67,-61.19,0,Kepler
3378,Kepler-884,b,Kepler-884 b,Transit,1,1,0,1,5715,62.9,-52.56,0,Kepler
3379,Kepler-885,b,Kepler-885 b,Transit,1,1,0,1,6187,71.23,-58.44,0,Kepler
3380,Kepler-886,b,Kepler-886 b,Transit,1,1,0,1,6098,97.1,-117.8,0,Kepler
3381,Kepler-887,b,Kepler-887 b,Transit,2,1,0,1,6194,62.11,-49.68,0,Kepler
3382,Kepler-887,c,Kepler-887 c,Transit,2,1,0,1,6194,62.11,-49.68,0,Kepler
3383,Kepler-888,b,Kepler-888 b,Transit,1,1,0,1,5875,66.36,-56.7,0,Kepler
3384,Kepler-889,b,Kepler-889 b,Transit,1,1,0,1,5961,75.23,-59.95,0,Kepler
3385,Kepler-890,b,Kepler-890 b,Transit,1,1,0,1,5954,84.71,-101.27,0,Kepler
3386,Kepler-891,b,Kepler-891 b,Transit,1,1,0,1,5887,115.84,-117.44,0,Kepler
3387,Kepler-892,b,Kepler-892 b,Transit,1,1,0,1,4747,47.29,-45.63,0,Kepler
3388,Kepler-893,b,Kepler-893 b,Transit,1,1,0,1,5820,98.79,-75.6,0,Kepler
3389,Kepler-894,b,Kepler-894 b,Transit,1,1,0,1,5603,83.94,-60.71,0,Kepler
3390,Kepler-895,b,Kepler-895 b,Transit,1,1,0,1,4315,42.14,-38.65,0,Kepler
3391,Kepler-896,b,Kepler-896 b,Transit,1,1,0,1,5262,56.73,-52.21,0,Kepler
3392,Kepler-897,b,Kepler-897 b,Transit,1,1,0,1,5839,103.48,-143.96,0,Kepler
3393,Kepler-898,b,Kepler-898 b,Transit,1,1,0,1,4223,42.74,-38.02,0,Kepler
3394,Kepler-899,b,Kepler-899 b,Transit,1,1,0,1,5595,270.58,-192.07,0,Kepler
3395,Kepler-9,b,Kepler-9 b,Transit,3,1,0,1,5777,61,-61,0,Kepler
3396,Kepler-9,c,Kepler-9 c,Transit,3,1,0,0,5777,61,-61,0,Kepler
3397,Kepler-9,d,Kepler-9 d,Transit,3,1,0,0,5777,61,-61,0,Kepler
3398,Kepler-900,b,Kepler-900 b,Transit,1,1,0,1,4836,83.81,-69.99,0,Kepler
3399,Kepler-901,b,Kepler-901 b,Transit,1,1,0,1,4184,52.61,-49.25,0,Kepler
3400,Kepler-902,b,Kepler-902 b,Transit,1,1,0,1,5647,73.28,-88.98,0,Kepler
3401,Kepler-903,b,Kepler-903 b,Transit,2,1,0,1,5682,77.93,-110.73,0,Kepler
3402,Kepler-903,c,Kepler-903 c,Transit,2,1,0,1,5682,77.93,-110.73,0,Kepler
3403,Kepler-904,b,Kepler-904 b,Transit,1,1,0,1,6160,119.73,-149.12,0,Kepler
3404,Kepler-905,b,Kepler-905 b,Transit,1,1,0,1,5461,58.65,-55.12,0,Kepler
3405,Kepler-906,b,Kepler-906 b,Transit,1,1,0,1,6035,72.63,-62.37,0,Kepler
3406,Kepler-907,b,Kepler-907 b,Transit,1,1,0,1,6106,84.34,-82.33,0,Kepler
3407,Kepler-908,b,Kepler-908 b,Transit,1,1,0,1,5973,89.43,-95.84,0,Kepler
3408,Kepler-909,b,Kepler-909 b,Transit,1,1,0,1,6154,62.02,-57.72,0,Kepler
3409,Kepler-91,b,Kepler-91 b,Transit,1,1,0,1,4550,75,-75,0,Kepler
