loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_kepflag,pl_k2flag,pl_nnotes,st_teff,st_tefferr1,st_tefferr2,st_tefflim,pl_facility
2869,Kepler-492,b,Kepler-492 b,Transit,1,1,0,1,5527,85.37,-124.59,0,Kepler
2870,Kepler-493,b,Kepler-493 b,Transit,1,1,0,1,6457,210.24,-229.75,0,Kepler
2871,Kepler-494,b,Kepler-494 b,Transit,1,1,0,1,6007,105.19,-100.66,0,Kepler
2872,Kepler-495,b,Kepler-495 b,Transit,1,1,0,1,5346,128.17,-91.17,0,Kepler
2873,Kepler-496,b,Kepler-496 b,Transit,1,1,0,1,5293,81.95,-98.03,0,Kepler
2874,Kepler-497,b,Kepler-497 b,Transit,1,1,0,1,5834,110.98,-141.15,0,Kepler
2875,Kepler-498,b,Kepler-498 b,Transit,1,1,0,1,5744,144.47,-96.94,0,Kepler
2876,Kepler-499,b,Kepler-499 b,Transit,1,1,0,1,5312,140.65,-145.28,0,Kepler
2877,Kepler-5,b,Kepler-5 b,Transit,1,1,0,1,6297,60,-60,0,Kepler
2878,Kepler-50,b,Kepler-50 b,Transit,2,1,0,1,6225,66,-66,0,Kepler
2879,Kepler-50,c,Kepler-50 c,Transit,2,1,0,1,6225,66,-66,0,Kepler
2880,Kepler-500,b,Kepler-500 b,Transit,1,1,0,1,5813,100.75,-97.3,0,Kepler
2881,Kepler-501,b,Kepler-501 b,Transit,1,1,0,1,5904,207.83,-126.78,0,Kepler
2882,Kepler-502,b,Kepler-502 b,Transit,1,1,0,1,6125,113.77,-154.49,0,Kepler
2883,Kepler-504,b,Kepler-504 b,Transit,1,1,0,1,3519,19.31,-19.67,0,Kepler
2884,Kepler-505,b,Kepler-505 b,Transit,1,1,0,1,3931,48.32,-40.61,0,Kepler
2885,Kepler-506,b,Kepler-506 b,Transit,1,1,0,1,6236,57.77,-58.08,0,Kepler
2886,Kepler-507,b,Kepler-507 b,Transit,1,1,0,1,6113,66.08,-67.92,0,Kepler
2887,Kepler-508,b,Kepler-508 b,Transit,1,1,0,1,6025,95.04,-99.94,0,Kepler
2888,Kepler-509,b,Kepler-509 b,Transit,1,1,0,1,6060,69.98,-63.4,0,Kepler
2889,Kepler-51,b,Kepler-51 b,Transit,3,1,0,1,6018,107,-107,0,Kepler
2890,Kepler-51,c,Kepler-51 c,Transit,3,1,0,1,6018,107,-107,0,Kepler
2891,Kepler-51,d,Kepler-51 d,Transit,3,1,0,1,6018,107,-107,0,Kepler
2892,Kepler-510,b,Kepler-510 b,Transit,1,1,0,1,5746,66.6,-58.76,0,Kepler
2893,Kepler-511,b,Kepler-511 b,Transit,1,1,0,1,5770,52.35,-56.66,0,Kepler
2894,Kepler-512,b,Kepler-512 b,Transit,1,1,0,1,5997,75.84,-67.77,0,Kepler
2895,Kepler-513,b,Kepler-513 b,Transit,1,1,0,1,5849,61.71,-55.43,0,Kepler
2896,Kepler-514,b,Kepler-514 b,Transit,1,1,0,1,6106,72.75,-68.2,0,Kepler
2897,Kepler-515,b,Kepler-515 b,Transit,1,1,0,1,5293,49.66,-61.29,0,Kepler
2898,Kepler-516,b,Kepler-516 b,Transit,1,1,0,1,7099,172.5,-234.72,0,Kepler
2899,Kepler-517,b,Kepler-517 b,Transit,1,1,0,1,5690,85.16,-68.99,0,Kepler
2900,Kepler-518,b,Kepler-518 b,Transit,1,1,0,1,5842,57.63,-51.77,0,Kepler
2901,Kepler-519,b,Kepler-519 b,Transit,1,1,0,1,5260,74.38,-70.24,0,Kepler
2902,Kepler-52,b,Kepler-52 b,Transit,3,1,0,1,4263,100,-100,0,Kepler
2903,Kepler-52,c,Kepler-52 c,Transit,3,1,0,1,4263,100,-100,0,Kepler
2904,Kepler-52,d,Kepler-52 d,Transit,3,1,0,1,4263,100,-100,0,Kepler
2905,Kepler-520,b,Kepler-520 b,Transit,2,1,0,1,6112,68.96,-60.87,0,Kepler
2906,Kepler-520,c,Kepler-520 c,Transit,2,1,0,1,6112,68.96,-60.87,0,Kepler
2907,Kepler-521,b,Kepler-521 b,Transit,1,1,0,1,6406,90.67,-86.67,0,Kepler
2908,Kepler-522,b,Kepler-522 b,Transit,1,1,0,1,6392,72.53,-64.51,0,Kepler
2909,Kepler-523,b,Kepler-523 b,Transit,1,1,0,1,5515,51.74,-48.73,0,Kepler
2910,Kepler-524,b,Kepler-524 b,Transit,2,1,0,1,6014,75.23,-86.17,0,Kepler
2911,Kepler-524,c,Kepler-524 c,Transit,2,1,0,1,6014,75.23,-86.17,0,Kepler
2912,Kepler-525,b,Kepler-525 b,Transit,1,1,0,1,5573,77.72,-79.46,0,Kepler
2913,Kepler-526,b,Kepler-526 b,Transit,1,1,0,1,5894,80.86,-84.44,0,Kepler
2914,Kepler-527,b,Kepler-527 b,Transit,1,1,0,1,6388,115.33,-136.67,0,Kepler
2915,Kepler-528,b,Kepler-528 b,Transit,1,1,0,1,5807,96.43,-81.11,0,Kepler
2916,Kepler-529,b,Kepler-529 b,Transit,2,1,0,1,6087,70.08,-64.04,0,Kepler
2917,Kepler-529,c,Kepler-529 c,Transit,2,1,0,1,6087,70.08,-64.04,0,Kepler
2918,Kepler-53,b,Kepler-53 b,Transit,3,1,0,1,5858,,,0,Kepler
2919,Kepler-53,c,Kepler-53 c,Transit,3,1,0,1,5858,,,0,Kepler
2920,Kepler-53,d,Kepler-53 d,Transit,3,1,0,1,5858,,,0,Kepler
2921,Kepler-530,b,Kepler-530 b,Transit,1,1,0,1,5697,56.57,-50.16,0,Kepler
2922,Kepler-531,b,Kepler-531 b,Transit,1,1,0,1,4893,47.74,-49.34,0,Kepler
2923,Kepler-532,b,Kepler-532 b,Transit,1,1,0,1,5192,82.8,-82.15,0,Kepler
2924,Kepler-533,b,Kepler-533 b,Transit,1,1,0,1,4758,53.5,-40.01,0,Kepler
2925,Kepler-534,b,Kepler-534 b,Transit,1,1,0,1,5884,73.37,-76.49,0,Kepler
2926,Kepler-535,b,Kepler-535 b,Transit,1,1,0,1,6123,74.81,-69.56,0,Kepler
2927,Kepler-536,b,Kepler-536 b,Transit,1,1,0,1,5524,91.48,-143.16,0,Kepler
2928,Kepler-537,b,Kepler-537 b,Transit,1,1,0,1,5763,62.32,-50.52,0,Kepler
2929,Kepler-538,b,Kepler-538 b,Transit,1,1,0,1,5650,69.81,-58.6,0,Kepler
2930,Kepler-539,b,Kepler-539 b,Transit,2,1,0,1,5820,80,-80,0,Kepler
2931,Kepler-539,c,Kepler-539 c,Transit,2,1,0,1,5820,80,-80,0,Kepler
2932,Kepler-54,b,Kepler-54 b,Transit,3,1,0,1,4252,100,-100,0,Kepler
2933,Kepler-54,c,Kepler-54 c,Transit,3,1,0,1,4252,100,-100,0,Kepler
2934,Kepler-54,d,Kepler-54 d,Transit,3,1,0,1,4252,100,-100,0,Kepler
2935,Kepler-540,b,Kepler-540 b,Transit,1,1,0,1,5946,77.07,-63.84,0,Kepler
2936,Kepler-541,b,Kepler-541 b,Transit,1,1,0,1,6166,102.75,-99.75,0,Kepler
2937,Kepler-542,b,Kepler-542 b,Transit,1,1,0,1,5526,76.12,-59.55,0,Kepler
2938,Kepler-543,b,Kepler-543 b,Transit,1,1,0,1,4671,85.64,-76.72,0,Kepler
2939,Kepler-544,b,Kepler-544 b,Transit,1,1,0,1,6206,68.1,-58.72,0,Kepler
2940,Kepler-545,b,Kepler-545 b,Transit,1,1,0,1,5882,77.41,-64.41,0,Kepler
2941,Kepler-546,b,Kepler-546 b,Transit,1,1,0,1,5967,92.74,-130.13,0,Kepler
2942,Kepler-547,b,Kepler-547 b,Transit,1,1,0,1,4828,40.1,-46.81,0,Kepler
2943,Kepler-548,b,Kepler-548 b,Transit,1,1,0,1,5535,265.27,-230.38,0,Kepler
2944,Kepler-549,b,Kepler-549 b,Transit,2,1,0,1,5360,66.88,-72.9,0,Kepler
2945,Kepler-549,c,Kepler-549 c,Transit,2,1,0,1,5360,66.88,-72.9,0,Kepler
2946,Kepler-55,b,Kepler-55 b,Transit,5,1,0,1,4503,100,-100,0,Kepler
2947,Kepler-55,c,Kepler-55 c,Transit,5,1,0,1,4503,100,-100,0,Kepler
2948,Kepler-55,d,Kepler-55 d,Transit,5,1,0,1,4503,100,-100,0,Kepler
2949,Kepler-55,e,Kepler-55 e,Transit,5,1,0,1,4503,100,-100,0,Kepler
2950,Kepler-55,f,Kepler-55 f,Transit,5,1,0,1,4503,100,-100,0,Kepler
2951,Kepler-550,b,Kepler-550 b,Transit,1,1,0,1,5322,98.03,-122.84,0,Kepler
2952,Kepler-551,b,Kepler-551 b,Transit,1,1,0,1,4286,37.81,-34.92,0,Kepler
2953,Kepler-552,b,Kepler-552 b,Transit,1,1,0,1,5863,103.85,-100.72,0,Kepler
2954,Kepler-553,b,Kepler-553 b,Transit,2,1,0,1,5266,88.28,-74.44,0,Kepler
2955,Kepler-553,c,Kepler-553 c,Transit,2,1,0,1,5266,88.28,-74.44,0,Kepler
2956,Kepler-554,b,Kepler-554 b,Transit,1,1,0,1,5447,76.54,-66.56,0,Kepler
2957,Kepler-555,b,Kepler-555 b,Transit,1,1,0,1,5894,117.98,-162.81,0,Kepler
2958,Kepler-556,b,Kepler-556 b,Transit,1,1,0,1,5740,57.53,-49.06,0,Kepler
2959,Kepler-557,b,Kepler-557 b,Transit,1,1,0,1,6068,151.79,-199.33,0,Kepler
2960,Kepler-558,b,Kepler-558 b,Transit,1,1,0,1,5242,93.27,-66.35,0,Kepler
2961,Kepler-559,b,Kepler-559 b,Transit,1,1,0,1,5630,200.63,-197.22,0,Kepler
2962,Kepler-56,b,Kepler-56 b,Transit,3,1,0,1,4840,97,-97,0,Kepler
2963,Kepler-56,c,Kepler-56 c,Transit,3,1,0,1,4840,97,-97,0,Kepler
2964,Kepler-56,d,Kepler-56 d,Radial Velocity,3,1,0,0,4840,97,-97,0,Multiple Observatories
2965,Kepler-560,b,Kepler-560 b,Transit,1,1,0,2,3556,30.41,-23.6,0,Kepler
2966,Kepler-561,b,Kepler-561 b,Transit,2,1,0,1,5646,175.4,-189.65,0,Kepler
2967,Kepler-561,c,Kepler-561 c,Transit,2,1,0,1,5646,175.4,-189.65,0,Kepler
2968,Kepler-562,b,Kepler-562 b,Transit,1,1,0,1,5575,83.81,-85.33,0,Kepler
2969,Kepler-563,b,Kepler-563 b,Transit,1,1,0,1,5066,80,-61.96,0,Kepler
2970,Kepler-564,b,Kepler-564 b,Transit,1,1,0,1,5626,144.83,-126.35,0,Kepler
2971,Kepler-565,b,Kepler-565 b,Transit,1,1,0,1,5735,80.65,-75.3,0,Kepler
2972,Kepler-566,b,Kepler-566 b,Transit,1,1,0,1,5132,59.73,-80.24,0,Kepler
2973,Kepler-567,b,Kepler-567 b,Transit,1,1,0,1,5148,106.09,-92.59,0,Kepler
2974,Kepler-568,b,Kepler-568 b,Transit,1,1,0,1,3768,40.66,-39.79,0,Kepler
2975,Kepler-569,b,Kepler-569 b,Transit,1,1,0,1,5616,66.28,-55.02,0,Kepler
2976,Kepler-57,b,Kepler-57 b,Transit,2,1,0,1,5145,,,0,Kepler
2977,Kepler-57,c,Kepler-57 c,Transit,2,1,0,1,5145,,,0,Kepler
2978,Kepler-570,b,Kepler-570 b,Transit,1,1,0,1,5496,71.37,-88.25,0,Kepler
2979,Kepler-571,b,Kepler-571 b,Transit,1,1,0,1,5527,75.23,-79.46,0,Kepler
2980,Kepler-572,b,Kepler-572 b,Transit,1,1,0,1,5212,89.47,-77.65,0,Kepler
2981,Kepler-573,b,Kepler-573 b,Transit,1,1,0,1,5746,59.48,-51.43,0,Kepler
2982,Kepler-574,b,Kepler-574 b,Transit,1,1,0,1,5612,116.01,-108.4,0,Kepler
2983,Kepler-575,b,Kepler-575 b,Transit,1,1,0,1,5710,114.7,-145.72,0,Kepler
2984,Kepler-576,b,Kepler-576 b,Transit,1,1,0,1,5672,95.54,-141.61,0,Kepler
2985,Kepler-577,b,Kepler-577 b,Transit,1,1,0,1,4984,52.11,-41.61,0,Kepler
2986,Kepler-578,b,Kepler-578 b,Transit,1,1,0,1,5334,117.14,-106.87,0,Kepler
2987,Kepler-579,b,Kepler-579 b,Transit,1,1,0,1,5636,135.41,-185.6,0,Kepler
2988,Kepler-58,b,Kepler-58 b,Transit,3,1,0,1,6099,200,-200,0,Kepler
2989,Kepler-58,c,Kepler-58 c,Transit,3,1,0,1,6099,200,-200,0,Kepler
2990,Kepler-58,d,Kepler-58 d,Transit,3,1,0,1,6099,200,-200,0,Kepler
2991,Kepler-580,b,Kepler-580 b,Transit,1,1,0,1,4298,49.14,-38.09,0,Kepler
2992,Kepler-581,b,Kepler-581 b,Transit,1,1,0,1,5772,199.71,-191.78,0,Kepler
2993,Kepler-582,b,Kepler-582 b,Transit,1,1,0,1,5564,218.22,-211.72,0,Kepler
2994,Kepler-583,b,Kepler-583 b,Transit,1,1,0,1,5523,76.28,-106.08,0,Kepler
2995,Kepler-584,b,Kepler-584 b,Transit,1,1,0,1,6195,110.21,-104.28,0,Kepler
2996,Kepler-585,b,Kepler-585 b,Transit,1,1,0,1,5593,85.61,-77.08,0,Kepler
2997,Kepler-586,b,Kepler-586 b,Transit,1,1,0,1,5575,149.33,-103.88,0,Kepler
2998,Kepler-587,b,Kepler-587 b,Transit,1,1,0,1,5549,77.03,-70.06,0,Kepler
2999,Kepler-588,b,Kepler-588 b,Transit,1,1,0,1,5835,73.84,-83.13,0,Kepler
3000,Kepler-589,b,Kepler-589 b,Transit,1,1,0,1,5296,61.13,-62.17,0,Kepler
3001,Kepler-59,b,Kepler-59 b,Transit,2,1,0,1,6074,,,0,Kepler
3002,Kepler-59,c,Kepler-59 c,Transit,2,1,0,1,6074,,,0,Kepler
3003,Kepler-590,b,Kepler-590 b,Transit,1,1,0,1,6000,107.67,-147.47,0,Kepler
3004,Kepler-591,b,Kepler-591 b,Transit,1,1,0,1,5677,66.16,-71.43,0,Kepler
3005,Kepler-592,b,Kepler-592 b,Transit,1,1,0,1,5913,83.3,-74.23,0,Kepler
3006,Kepler-593,b,Kepler-593 b,Transit,1,1,0,1,5967,96.47,-113.06,0,Kepler
3007,Kepler-594,b,Kepler-594 b,Transit,1,1,0,1,5485,80.49,-94,0,Kepler
3008,Kepler-595,b,Kepler-595 b,Transit,1,1,0,1,5247,59.03,-79.67,0,Kepler
3009,Kepler-596,b,Kepler-596 b,Transit,1,1,0,1,6267,109.7,-108.73,0,Kepler
3010,Kepler-597,b,Kepler-597 b,Transit,1,1,0,1,5683,69.29,-59.31,0,Kepler
3011,Kepler-598,b,Kepler-598 b,Transit,1,1,0,1,5307,87.96,-72.88,0,Kepler
3012,Kepler-599,b,Kepler-599 b,Transit,1,1,0,1,5127,78.75,-90.28,0,Kepler
3013,Kepler-6,b,Kepler-6 b,Transit,1,1,0,1,5647,44,-44,0,Kepler
3014,Kepler-60,b,Kepler-60 b,Transit,3,1,0,1,5905,144,-144,0,Kepler
3015,Kepler-60,c,Kepler-60 c,Transit,3,1,0,1,5905,144,-144,0,Kepler
3016,Kepler-60,d,Kepler-60 d,Transit,3,1,0,1,5905,144,-144,0,Kepler
3017,Kepler-600,b,Kepler-600 b,Transit,1,1,0,1,5279,104.56,-92.37,0,Kepler
3018,Kepler-601,b,Kepler-601 b,Transit,1,1,0,1,5160,61.57,-46.75,0,Kepler
3019,Kepler-602,b,Kepler-602 b,Transit,1,1,0,1,6062,218.54,-238.63,0,Kepler
3020,Kepler-603,b,Kepler-603 b,Transit,3,1,0,1,5808,90.04,-142.55,0,Kepler
3021,Kepler-603,c,Kepler-603 c,Transit,3,1,0,1,5808,90.04,-142.55,0,Kepler
3022,Kepler-603,d,Kepler-603 d,Transit,3,1,0,1,5808,90.04,-142.55,0,Kepler
3023,Kepler-604,b,Kepler-604 b,Transit,1,1,0,1,5890,174.4,-159.73,0,Kepler
3024,Kepler-605,b,Kepler-605 b,Transit,2,1,0,1,5462,67.28,-73.73,0,Kepler
3025,Kepler-605,c,Kepler-605 c,Transit,2,1,0,1,5462,67.28,-73.73,0,Kepler
3026,Kepler-606,b,Kepler-606 b,Transit,1,1,0,1,6161,194.78,-227.56,0,Kepler
3027,Kepler-607,b,Kepler-607 b,Transit,1,1,0,1,5196,94.48,-118.36,0,Kepler
3028,Kepler-608,b,Kepler-608 b,Transit,1,1,0,1,5820,226.58,-187.94,0,Kepler
3029,Kepler-609,b,Kepler-609 b,Transit,1,1,0,1,5971,125.14,-171.1,0,Kepler
3030,Kepler-61,b,Kepler-61 b,Transit,1,1,0,1,4017,68,-150,0,Kepler
3031,Kepler-610,b,Kepler-610 b,Transit,2,1,0,1,5943,91.96,-127.26,0,Kepler
3032,Kepler-610,c,Kepler-610 c,Transit,2,1,0,1,5943,91.96,-127.26,0,Kepler
3033,Kepler-611,b,Kepler-611 b,Transit,1,1,0,1,5761,64.93,-69.42,0,Kepler
3034,Kepler-612,b,Kepler-612 b,Transit,1,1,0,1,5693,92.7,-129.13,0,Kepler
3035,Kepler-613,b,Kepler-613 b,Transit,1,1,0,1,5723,68.68,-67.42,0,Kepler
3036,Kepler-614,b,Kepler-614 b,Transit,1,1,0,1,5268,186.36,-125.95,0,Kepler
3037,Kepler-615,b,Kepler-615 b,Transit,1,1,0,1,4655,41.24,-43.29,0,Kepler
3038,Kepler-616,b,Kepler-616 b,Transit,2,1,0,1,5753,133.18,-101.52,0,Kepler
3039,Kepler-616,c,Kepler-616 c,Transit,2,1,0,1,5753,133.18,-101.52,0,Kepler
3040,Kepler-617,b,Kepler-617 b,Transit,1,1,0,1,3712,33.92,-33.35,0,Kepler
3041,Kepler-618,b,Kepler-618 b,Transit,1,1,0,1,5860,67.09,-79.66,0,Kepler
3042,Kepler-619,b,Kepler-619 b,Transit,2,1,0,1,5980,106.44,-113.14,0,Kepler
3043,Kepler-619,c,Kepler-619 c,Transit,2,1,0,1,5980,106.44,-113.14,0,Kepler
3044,Kepler-62,b,Kepler-62 b,Transit,5,1,0,1,4925,70,-70,0,Kepler
3045,Kepler-62,c,Kepler-62 c,Transit,5,1,0,1,4925,70,-70,0,Kepler
3046,Kepler-62,d,Kepler-62 d,Transit,5,1,0,1,4925,70,-70,0,Kepler
3047,Kepler-62,e,Kepler-62 e,Transit,5,1,0,1,4925,70,-70,0,Kepler
3048,Kepler-62,f,Kepler-62 f,Transit,5,1,0,1,4925,70,-70,0,Kepler
3049,Kepler-620,b,Kepler-620 b,Transit,1,1,0,1,6155,120.88,-147.72,0,Kepler
3050,Kepler-621,b,Kepler-621 b,Transit,1,1,0,1,4521,73.87,-51.47,0,Kepler
3051,Kepler-622,b,Kepler-622 b,Transit,1,1,0,1,4201,46.67,-36.96,0,Kepler
3052,Kepler-623,b,Kepler-623 b,Transit,1,1,0,1,5443,103.28,-85.59,0,Kepler
3053,Kepler-624,b,Kepler-624 b,Transit,1,1,0,1,6117,70.67,-63.28,0,Kepler
3054,Kepler-625,b,Kepler-625 b,Transit,2,1,0,1,5789,46.81,-43.94,0,Kepler
3055,Kepler-625,c,Kepler-625 c,Transit,2,1,0,1,5789,46.81,-43.94,0,Kepler
3056,Kepler-626,b,Kepler-626 b,Transit,1,1,0,1,5813,93.83,-94.62,0,Kepler
3057,Kepler-627,b,Kepler-627 b,Transit,1,1,0,1,6424,160.13,-213.39,0,Kepler
3058,Kepler-628,b,Kepler-628 b,Transit,1,1,0,1,5721,47.04,-51.36,0,Kepler
3059,Kepler-629,b,Kepler-629 b,Transit,1,1,0,1,5444,71.98,-60.2,0,Kepler
3060,Kepler-63,b,Kepler-63 b,Transit,1,1,0,1,5576,50,-50,0,Kepler
3061,Kepler-630,b,Kepler-630 b,Transit,1,1,0,1,5829,97.42,-98.87,0,Kepler
3062,Kepler-631,b,Kepler-631 b,Transit,1,1,0,1,6185,85.62,-75.47,0,Kepler
3063,Kepler-632,b,Kepler-632 b,Transit,1,1,0,1,5322,89.61,-82.67,0,Kepler
3064,Kepler-633,b,Kepler-633 b,Transit,1,1,0,1,5899,86.22,-91.57,0,Kepler
3065,Kepler-634,b,Kepler-634 b,Transit,1,1,0,1,6075,86.22,-77.53,0,Kepler
3066,Kepler-635,b,Kepler-635 b,Transit,1,1,0,1,6174,70.4,-82.75,0,Kepler
3067,Kepler-636,b,Kepler-636 b,Transit,1,1,0,1,5203,56.47,-72.86,0,Kepler
3068,Kepler-637,b,Kepler-637 b,Transit,1,1,0,1,6096,46.96,-44.44,0,Kepler
3069,Kepler-638,b,Kepler-638 b,Transit,1,1,0,1,5382,50.1,-59.39,0,Kepler
3070,Kepler-639,b,Kepler-639 b,Transit,1,1,0,1,5896,76.96,-59.62,0,Kepler
3071,Kepler-640,b,Kepler-640 b,Transit,1,1,0,1,5653,72.44,-62.83,0,Kepler
3072,Kepler-641,b,Kepler-641 b,Transit,1,1,0,1,5713,81.57,-83.52,0,Kepler
3073,Kepler-642,b,Kepler-642 b,Transit,1,1,0,1,6570,133.26,-201.09,0,Kepler
3074,Kepler-643,b,Kepler-643 b,Transit,1,1,0,1,4908,45.26,-47.77,0,Kepler
3075,Kepler-644,b,Kepler-644 b,Transit,1,1,0,1,6747,156.03,-238.58,0,Kepler
3076,Kepler-645,b,Kepler-645 b,Transit,1,1,0,1,6170,144.24,-162.1,0,Kepler
3077,Kepler-646,b,Kepler-646 b,Transit,1,1,0,1,5634,117.96,-139.42,0,Kepler
3078,Kepler-647,b,Kepler-647 b,Transit,1,1,0,1,6020,81.21,-72.51,0,Kepler
3079,Kepler-648,b,Kepler-648 b,Transit,1,1,0,1,5741,54.98,-51.62,0,Kepler
3080,Kepler-649,b,Kepler-649 b,Transit,1,1,0,1,5871,62.24,-54.67,0,Kepler
3081,Kepler-65,b,Kepler-65 b,Transit,3,1,0,1,6211,66,-66,0,Kepler
3082,Kepler-65,c,Kepler-65 c,Transit,3,1,0,1,6211,66,-66,0,Kepler
3083,Kepler-65,d,Kepler-65 d,Transit,3,1,0,1,6211,66,-66,0,Kepler
3084,Kepler-650,b,Kepler-650 b,Transit,1,1,0,1,5849,64.94,-77.61,0,Kepler
3085,Kepler-651,b,Kepler-651 b,Transit,1,1,0,1,5522,64.16,-54.3,0,Kepler
3086,Kepler-652,b,Kepler-652 b,Transit,1,1,0,1,5490,43.22,-40.88,0,Kepler
3087,Kepler-653,b,Kepler-653 b,Transit,2,1,0,1,5665,54.97,-60.88,0,Kepler
3088,Kepler-653,c,Kepler-653 c,Transit,2,1,0,1,5665,54.97,-60.88,0,Kepler
3089,Kepler-654,b,Kepler-654 b,Transit,1,1,0,1,5865,93.8,-89.45,0,Kepler
3090,Kepler-655,b,Kepler-655 b,Transit,1,1,0,1,6170,72.99,-62.57,0,Kepler
3091,Kepler-656,b,Kepler-656 b,Transit,1,1,0,1,5281,63.29,-58.78,0,Kepler
3092,Kepler-657,b,Kepler-657 b,Transit,1,1,0,1,5808,88.65,-121.47,0,Kepler
3093,Kepler-658,b,Kepler-658 b,Transit,1,1,0,1,4103,39.35,-37.36,0,Kepler
3094,Kepler-659,b,Kepler-659 b,Transit,1,1,0,1,4870,49.22,-56.1,0,Kepler
3095,Kepler-66,b,Kepler-66 b,Transit,1,1,0,1,5962,79,-79,0,Kepler
3096,Kepler-660,b,Kepler-660 b,Transit,1,1,0,1,4779,44.67,-49.24,0,Kepler
3097,Kepler-661,b,Kepler-661 b,Transit,1,1,0,1,4483,56.76,-57.11,0,Kepler
3098,Kepler-662,b,Kepler-662 b,Transit,1,1,0,1,4897,52.49,-59.98,0,Kepler
3099,Kepler-663,b,Kepler-663 b,Transit,1,1,0,1,5264,90.56,-127.67,0,Kepler
3100,Kepler-664,b,Kepler-664 b,Transit,1,1,0,1,5754,73.56,-86.08,0,Kepler
3101,Kepler-665,b,Kepler-665 b,Transit,1,1,0,1,4913,93.83,-86.97,0,Kepler
3102,Kepler-666,b,Kepler-666 b,Transit,1,1,0,1,5887,164.92,-179.03,0,Kepler
3103,Kepler-667,b,Kepler-667 b,Transit,1,1,0,1,5327,53.04,-70.39,0,Kepler
3104,Kepler-668,b,Kepler-668 b,Transit,1,1,0,1,5352,60.59,-60.88,0,Kepler
3105,Kepler-669,b,Kepler-669 b,Transit,1,1,0,1,6038,97.84,-109.18,0,Kepler
3106,Kepler-67,b,Kepler-67 b,Transit,1,1,0,1,5331,63,-63,0,Kepler
3107,Kepler-670,b,Kepler-670 b,Transit,1,1,0,1,5709,89.42,-134.39,0,Kepler
3108,Kepler-671,b,Kepler-671 b,Transit,1,1,0,1,5624,74.83,-91.38,0,Kepler
3109,Kepler-672,b,Kepler-672 b,Transit,1,1,0,1,5627,75.47,-79.72,0,Kepler
3110,Kepler-673,b,Kepler-673 b,Transit,1,1,0,1,5355,60.4,-71.68,0,Kepler
3111,Kepler-674,b,Kepler-674 b,Transit,1,1,0,1,4192,40.95,-42.83,0,Kepler
3112,Kepler-675,b,Kepler-675 b,Transit,1,1,0,1,4945,69.87,-70.99,0,Kepler
3113,Kepler-676,b,Kepler-676 b,Transit,1,1,0,1,3701,39.31,-40.14,0,Kepler
3114,Kepler-677,b,Kepler-677 b,Transit,1,1,0,1,5723,68.82,-87.95,0,Kepler
3115,Kepler-678,b,Kepler-678 b,Transit,1,1,0,1,5520,72.95,-108.11,0,Kepler
3116,Kepler-679,b,Kepler-679 b,Transit,1,1,0,1,5403,97.13,-105.75,0,Kepler
3117,Kepler-68,b,Kepler-68 b,Transit,3,1,0,1,5793,74,-74,0,Kepler
3118,Kepler-68,c,Kepler-68 c,Transit,3,1,0,1,5793,74,-74,0,Kepler
3119,Kepler-68,d,Kepler-68 d,Radial Velocity,3,1,0,0,5793,74,-74,0,W. M. Keck Observatory
3120,Kepler-680,b,Kepler-680 b,Transit,1,1,0,1,5890,77.37,-99.2,0,Kepler
3121,Kepler-681,b,Kepler-681 b,Transit,1,1,0,1,5021,63.8,-62.09,0,Kepler
3122,Kepler-682,b,Kepler-682 b,Transit,1,1,0,1,5559,84.63,-82.16,0,Kepler
3123,Kepler-683,b,Kepler-683 b,Transit,1,1,0,1,5703,140.91,-149.37,0,Kepler
3124,Kepler-684,b,Kepler-684 b,Transit,1,1,0,1,5493,123.67,-118.74,0,Kepler
3125,Kepler-685,b,Kepler-685 b,Transit,1,1,0,1,5963,94.44,-126.15,0,Kepler
3126,Kepler-686,b,Kepler-686 b,Transit,1,1,0,1,5649,155.14,-112.79,0,Kepler
3127,Kepler-687,b,Kepler-687 b,Transit,1,1,0,1,4841,93,-63.99,0,Kepler
3128,Kepler-688,b,Kepler-688 b,Transit,1,1,0,1,5715,152.52,-199.21,0,Kepler
3129,Kepler-689,b,Kepler-689 b,Transit,1,1,0,1,5518,122.7,-162.69,0,Kepler
3130,Kepler-69,b,Kepler-69 b,Transit,2,1,0,1,5638,168,-168,0,Kepler
3131,Kepler-69,c,Kepler-69 c,Transit,2,1,0,1,5638,168,-168,0,Kepler
3132,Kepler-690,b,Kepler-690 b,Transit,1,1,0,1,5913,87.61,-115.89,0,Kepler
3133,Kepler-691,b,Kepler-691 b,Transit,1,1,0,1,3715,37.37,-36.77,0,Kepler
3134,Kepler-692,b,Kepler-692 b,Transit,1,1,0,1,5440,157.76,-162,0,Kepler
3135,Kepler-693,b,Kepler-693 b,Transit,1,1,0,1,4881,78.78,-77.41,0,Kepler
3136,Kepler-694,b,Kepler-694 b,Transit,1,1,0,1,5700,110.52,-116.69,0,Kepler
3137,Kepler-695,b,Kepler-695 b,Transit,1,1,0,1,5181,199.46,-197.86,0,Kepler
3138,Kepler-696,b,Kepler-696 b,Transit,1,1,0,1,5903,106.82,-160.15,0,Kepler
3139,Kepler-697,b,Kepler-697 b,Transit,1,1,0,1,5513,113.01,-134.25,0,Kepler
